pok_chapter,pok_section,pok_subsection,pok_detail,pok_subdetail,pok_extra,type,level,name,description,page,sequence
33 Finishing techniques,General sewing techniques,Sewing and cutting steeks,Machine-sewn steek,,,detail,4,Machine-sewn steek,"33 Finishing techniques, General sewing techniques, Sewing and cutting steeks, Machine-sewn steek",636,2455
33 Finishing techniques,Sewing wovens to knits,,,,,section,2,Sewing wovens to knits,"33 Finishing techniques, Sewing wovens to knits",637,2456
33 Finishing techniques,Sewing wovens to knits,Preparing materials,,,,subsection,3,Preparing materials,"33 Finishing techniques, Sewing wovens to knits, Preparing materials",637,2457
33 Finishing techniques,Sewing wovens to knits,Faced or bound edges,,,,subsection,3,Faced or bound edges,"33 Finishing techniques, Sewing wovens to knits, Faced or bound edges",637,2458
33 Finishing techniques,Sewing wovens to knits,Faced or bound edges,Bound edges,,,detail,4,Bound edges,"33 Finishing techniques, Sewing wovens to knits, Faced or bound edges, Bound edges",637,2459
33 Finishing techniques,Sewing wovens to knits,Faced or bound edges,Taping shoulders,,,detail,4,Taping shoulders,"33 Finishing techniques, Sewing wovens to knits, Faced or bound edges, Taping shoulders",638,2460
33 Finishing techniques,Sewing wovens to knits,Faced or bound edges,Buttonhole facings,,,detail,4,Buttonhole facings,"33 Finishing techniques, Sewing wovens to knits, Faced or bound edges, Buttonhole facings",638,2461
33 Finishing techniques,Sewing wovens to knits,Faced or bound edges,Buttonhole facings,Slashed opening,,subdetail,5,Slashed opening,"33 Finishing techniques, Sewing wovens to knits, Faced or bound edges, Buttonhole facings, Slashed opening",638,2462
33 Finishing techniques,Sewing wovens to knits,Faced or bound edges,Buttonhole facings,Machine-sewn opening,,subdetail,5,Machine-sewn opening,"33 Finishing techniques, Sewing wovens to knits, Faced or bound edges, Buttonhole facings, Machine-sewn opening",639,2463
33 Finishing techniques,Sewing wovens to knits,Faced or bound edges,Buttonhole facings,Hand-sewn buttonhole,,subdetail,5,Hand-sewn buttonhole,"33 Finishing techniques, Sewing wovens to knits, Faced or bound edges, Buttonhole facings, Hand-sewn buttonhole",639,2464
33 Finishing techniques,Sewing wovens to knits,Faced or bound edges,Buttonhole facings,Sewing on buttons,,subdetail,5,Sewing on buttons,"33 Finishing techniques, Sewing wovens to knits, Faced or bound edges, Buttonhole facings, Sewing on buttons",639,2465
33 Finishing techniques,Sewing wovens to knits,"Trims, appliques, and zippers",,,,subsection,3,"Trims, appliques, and zippers","33 Finishing techniques, Sewing wovens to knits, Trims, appliques, and zippers",639,2466
33 Finishing techniques,Sewing wovens to knits,"Trims, appliques, and zippers",Sewing on trim,,,detail,4,Sewing on trim,"33 Finishing techniques, Sewing wovens to knits, Trims, appliques, and zippers, Sewing on trim",639,2467
33 Finishing techniques,Sewing wovens to knits,"Trims, appliques, and zippers",Interfacing for appliques,,,detail,4,Interfacing for appliques,"33 Finishing techniques, Sewing wovens to knits, Trims, appliques, and zippers, Interfacing for appliques",640,2468
33 Finishing techniques,Sewing wovens to knits,Sewing in a zipper,,,,subsection,3,Sewing in a zipper,"33 Finishing techniques, Sewing wovens to knits, Sewing in a zipper",640,2469
33 Finishing techniques,Sewing wovens to knits,Linings,,,,subsection,3,Linings,"33 Finishing techniques, Sewing wovens to knits, Linings",640,2470
33 Finishing techniques,Sewing wovens to knits,Linings,Making a lining,,,detail,4,Making a lining,"33 Finishing techniques, Sewing wovens to knits, Linings, Making a lining",640,2471
33 Finishing techniques,Sewing wovens to knits,Linings,Attaching a lining,,,detail,4,Attaching a lining,"33 Finishing techniques, Sewing wovens to knits, Linings, Attaching a lining",640,2472
33 Finishing techniques,Grafting,,,,,section,2,Grafting,"33 Finishing techniques, Grafting",641,2473
33 Finishing techniques,Grafting,General technique,,,,subsection,3,General technique,"33 Finishing techniques, Grafting, General technique",641,2474
33 Finishing techniques,Grafting,General technique,Yarns for grafting,,,detail,4,Yarns for grafting,"33 Finishing techniques, Grafting, General technique, Yarns for grafting",641,2475
33 Finishing techniques,Grafting,General technique,Lining up fabrics for grafting,,,detail,4,Lining up fabrics for grafting,"33 Finishing techniques, Grafting, General technique, Lining up fabrics for grafting",641,2476
33 Finishing techniques,Grafting,General technique,Holding the work,,,detail,4,Holding the work,"33 Finishing techniques, Grafting, General technique, Holding the work",642,2477
33 Finishing techniques,Grafting,Basic grafting patterns,,,,subsection,3,Basic grafting patterns,"33 Finishing techniques, Grafting, Basic grafting patterns",642,2478
33 Finishing techniques,Grafting,Basic grafting patterns,Basic grafting on needle,,,detail,4,Basic grafting on needle,"33 Finishing techniques, Grafting, Basic grafting patterns, Basic grafting on needle",642,2479
33 Finishing techniques,Grafting,Basic grafting patterns,Basic grafting on needle,Preliminary steps,,subdetail,5,Preliminary steps,"33 Finishing techniques, Grafting, Basic grafting patterns, Basic grafting on needle, Preliminary steps",642,2480
33 Finishing techniques,Grafting,Basic grafting patterns,Basic grafting on needle,The grafting sequence,,subdetail,5,The grafting sequence,"33 Finishing techniques, Grafting, Basic grafting patterns, Basic grafting on needle, The grafting sequence",642,2481
33 Finishing techniques,Grafting,Basic grafting patterns,Basic grafting on needle,The grafting sequence,Near needle,extra,6,Near needle,"33 Finishing techniques, Grafting, Basic grafting patterns, Basic grafting on needle, The grafting sequence, Near needle",642,2482
33 Finishing techniques,Grafting,Basic grafting patterns,Basic grafting on needle,The grafting sequence,Far needle,extra,6,Far needle,"33 Finishing techniques, Grafting, Basic grafting patterns, Basic grafting on needle, The grafting sequence, Far needle",642,2483
33 Finishing techniques,Grafting,Basic grafting patterns,Basic grafting on needle,The grafting sequence,Abbreviated pattern,extra,6,Abbreviated pattern,"33 Finishing techniques, Grafting, Basic grafting patterns, Basic grafting on needle, The grafting sequence, Abbreviated pattern",642,2484
33 Finishing techniques,Grafting,Basic grafting patterns,Basic grafting off needle,,,detail,4,Basic grafting off needle,"33 Finishing techniques, Grafting, Basic grafting patterns, Basic grafting off needle",643,2485
33 Finishing techniques,Grafting,Grafting other stitch patterns,,,,subsection,3,Grafting other stitch patterns,"33 Finishing techniques, Grafting, Grafting other stitch patterns",643,2486
33 Finishing techniques,Grafting,Grafting other stitch patterns,Garter stitch grafting,,,detail,4,Garter stitch grafting,"33 Finishing techniques, Grafting, Grafting other stitch patterns, Garter stitch grafting",643,2487
33 Finishing techniques,Grafting,Grafting other stitch patterns,Single rib grafting,,,detail,4,Single rib grafting,"33 Finishing techniques, Grafting, Grafting other stitch patterns, Single rib grafting",643,2488
33 Finishing techniques,Grafting,Grafting other stitch patterns,Double rib grafting,,,detail,4,Double rib grafting,"33 Finishing techniques, Grafting, Grafting other stitch patterns, Double rib grafting",643,2489
33 Finishing techniques,Grafting,Grafting other stitch patterns,Grafting mixed knit and purl,,,detail,4,Grafting mixed knit and purl,"33 Finishing techniques, Grafting, Grafting other stitch patterns, Grafting mixed knit and purl",644,2490
33 Finishing techniques,Grafting,Grafting other stitch patterns,Grafting mixed knit and purl,Knit stitch on near needle,,subdetail,5,Knit stitch on near needle,"33 Finishing techniques, Grafting, Grafting other stitch patterns, Grafting mixed knit and purl, Knit stitch on near needle",644,2491
33 Finishing techniques,Grafting,Grafting other stitch patterns,Grafting mixed knit and purl,Knit stitch on far needle,,subdetail,5,Knit stitch on far needle,"33 Finishing techniques, Grafting, Grafting other stitch patterns, Grafting mixed knit and purl, Knit stitch on far needle",644,2492
33 Finishing techniques,Grafting,Grafting other stitch patterns,Grafting mixed knit and purl,Purl stitch on near needle,,subdetail,5,Purl stitch on near needle,"33 Finishing techniques, Grafting, Grafting other stitch patterns, Grafting mixed knit and purl, Purl stitch on near needle",644,2493
33 Finishing techniques,Grafting,Grafting other stitch patterns,Grafting mixed knit and purl,Purl stitch on far needle,,subdetail,5,Purl stitch on far needle,"33 Finishing techniques, Grafting, Grafting other stitch patterns, Grafting mixed knit and purl, Purl stitch on far needle",644,2494
33 Finishing techniques,Grafting,Grafting to an edge,,,,subsection,3,Grafting to an edge,"33 Finishing techniques, Grafting, Grafting to an edge",644,2495
33 Finishing techniques,Grafting,Grafting to an edge,Grafting to a cast-off edge,,,detail,4,Grafting to a cast-off edge,"33 Finishing techniques, Grafting, Grafting to an edge, Grafting to a cast-off edge",644,2496
33 Finishing techniques,Grafting,Grafting to an edge,Grafting to a selvedge,,,detail,4,Grafting to a selvedge,"33 Finishing techniques, Grafting, Grafting to an edge, Grafting to a selvedge",644,2497
33 Finishing techniques,Grafting,Grafting to an edge,Grafting to a selvedge,Working on outside,,subdetail,5,Working on outside,"33 Finishing techniques, Grafting, Grafting to an edge, Grafting to a selvedge, Working on outside",645,2498
33 Finishing techniques,Grafting,Grafting to an edge,Grafting to a selvedge,Working on inside,,subdetail,5,Working on inside,"33 Finishing techniques, Grafting, Grafting to an edge, Grafting to a selvedge, Working on inside",645,2499
33 Finishing techniques,Grafting,Grafting to an edge,Grafting to a mixed edge,,,detail,4,Grafting to a mixed edge,"33 Finishing techniques, Grafting, Grafting to an edge, Grafting to a mixed edge",645,2500
33 Finishing techniques,Grafting,Grafting within a fabric,,,,subsection,3,Grafting within a fabric,"33 Finishing techniques, Grafting, Grafting within a fabric",645,2501
33 Finishing techniques,Grafting,Grafting within a fabric,Grafting a hem,,,detail,4,Grafting a hem,"33 Finishing techniques, Grafting, Grafting within a fabric, Grafting a hem",645,2502
33 Finishing techniques,Grafting,Grafting within a fabric,Grafting a patch pocket,,,detail,4,Grafting a patch pocket,"33 Finishing techniques, Grafting, Grafting within a fabric, Grafting a patch pocket",646,2503
33 Finishing techniques,Miscellaneous finishing,,,,,section,2,Miscellaneous finishing,"33 Finishing techniques, Miscellaneous finishing",646,2504
33 Finishing techniques,Miscellaneous finishing,Hiding ends of yarn,,,,subsection,3,Hiding ends of yarn,"33 Finishing techniques, Miscellaneous finishing, Hiding ends of yarn",647,2505
33 Finishing techniques,Miscellaneous finishing,Hiding ends of yarn,Hiding yarn ends in selvedge,,,detail,4,Hiding yarn ends in selvedge,"33 Finishing techniques, Miscellaneous finishing, Hiding ends of yarn, Hiding yarn ends in selvedge",647,2506
33 Finishing techniques,Miscellaneous finishing,Hiding ends of yarn,Hiding yarn ends within a fabric,,,detail,4,Hiding yarn ends within a fabric,"33 Finishing techniques, Miscellaneous finishing, Hiding ends of yarn, Hiding yarn ends within a fabric",647,2507
33 Finishing techniques,Miscellaneous finishing,Hiding ends of yarn,Hiding yarn ends within a fabric,Hiding yarn ends with duplicate stitch,,subdetail,5,Hiding yarn ends with duplicate stitch,"33 Finishing techniques, Miscellaneous finishing, Hiding ends of yarn, Hiding yarn ends within a fabric, Hiding yarn ends with duplicate stitch",647,2508
33 Finishing techniques,Miscellaneous finishing,Hiding ends of yarn,Hiding yarn ends within a fabric,Hiding yarn ends with duplicate stitch,Purl duplicate stitch,extra,6,Purl duplicate stitch,"33 Finishing techniques, Miscellaneous finishing, Hiding ends of yarn, Hiding yarn ends within a fabric, Hiding yarn ends with duplicate stitch, Purl duplicate stitch",647,2509
33 Finishing techniques,Miscellaneous finishing,Hiding ends of yarn,Hiding yarn ends within a fabric,Hiding yarn ends with duplicate stitch,Knit duplicate stitch,extra,6,Knit duplicate stitch,"33 Finishing techniques, Miscellaneous finishing, Hiding ends of yarn, Hiding yarn ends within a fabric, Hiding yarn ends with duplicate stitch, Knit duplicate stitch",648,2510
33 Finishing techniques,Miscellaneous finishing,Hiding ends of yarn,Hiding yarn ends within a fabric,Hiding yarn ends with duplicate stitch,Duplicate stitch for other patterns,extra,6,Duplicate stitch for other patterns,"33 Finishing techniques, Miscellaneous finishing, Hiding ends of yarn, Hiding yarn ends within a fabric, Hiding yarn ends with duplicate stitch, Duplicate stitch for other patterns",648,2511
33 Finishing techniques,Miscellaneous finishing,Hiding ends of yarn,Hiding yarn ends within a fabric,Hiding yarn ends with duplicate stitch,Duplicate stitch with separate piles,extra,6,Duplicate stitch with separate piles,"33 Finishing techniques, Miscellaneous finishing, Hiding ends of yarn, Hiding yarn ends within a fabric, Hiding yarn ends with duplicate stitch, Duplicate stitch with separate piles",648,2512
33 Finishing techniques,Miscellaneous finishing,Hiding ends of yarn,Hiding yarn ends within a fabric,Hiding yarn ends with duplicate stitch,Duplicate stitch and sewn splice,extra,6,Duplicate stitch and sewn splice,"33 Finishing techniques, Miscellaneous finishing, Hiding ends of yarn, Hiding yarn ends within a fabric, Hiding yarn ends with duplicate stitch, Duplicate stitch and sewn splice",648,2513
